contract-number,award-date,expiry-date,gsin,gsin-description_en,supplier-legal-name,supplier-address-city,supplier-address-prov-state,supplier-address-postal-code,supplier-address-country,organization-employee-count_en,total-contract-value,end-user-entity_en,contracting-entity-office-name_en,contracting-address-city,contracting-address-prov-state,contracting-address-postal-code,contracting-address-country
W7701-196926-001-QCN,2019-06-26T00:00:00Z,2019-07-31T00:00:00Z,N6720,"Cameras, Still Picture",High Speed Imaging Inc.,Uxbridge,Ontario,L9P1R4,Canada,5 to 9 employees,329403,Department of National Defence,D&R DEFENCE CANADA VALCARTIER,QUEBEC,Quebec,G3J1X5,Canada
W7701-196931-001-QCN,2019-05-03T00:00:00Z,2020-03-31T00:00:00Z,N3417,Milling Machines,Mazak Corporation Canada,Cambridge,Ontario,N3C4P7,Canada,20 to 49 employees,433090,Department of National Defence,D&R DEFENCE CANADA VALCARTIER,QUEBEC,Quebec,G3J1X5,Canada
W7701-196936-001-QCL,2019-06-20T00:00:00Z,2022-06-30T00:00:00Z,AZ110140,"Product-Material - Design, Development, Formulation, Modification: Science and Technology Related (R&D)",AEREX Avionics Inc-AEREX avionique inc,Lévis,Quebec,G6Z8G8,Canada,10 to 19 employees,1552163,Department of National Defence,D&R DEFENCE CANADA VALCARTIER,QUEBEC,Quebec,G3J1X5,Canada
W7701-196945-001-QCL,2019-12-20T00:00:00Z,2025-03-31T00:00:00Z,AZ110140,"Product-Material - Design, Development, Formulation, Modification: Science and Technology Related (R&D)",VACHON CHAREST DEFENSE CONSULTANTS INC.,Québec,Quebec,G1Y1N6,Canada,1 to 4 employees,3449250,Department of National Defence,D&R DEFENCE CANADA VALCARTIER,QUEBEC,Quebec,G3J1X5,Canada
W7701-196948-001-QCL,2020-02-21T00:00:00Z,2025-03-31T00:00:00Z,AD917700,Military (R&D),LOUIS TANGUAY INFORMATIQUE INC.,Québec,Quebec,G2K2E4,Canada,10 to 19 employees,5748750,Department of National Defence,D&R DEFENCE CANADA VALCARTIER,QUEBEC,Quebec,G3J1X5,Canada
W7701-196956-001-QCN,2019-12-18T00:00:00Z,2021-03-31T00:00:00Z,N3416,Lathes (Metal Working),Felix Technology Inc.,Concord,Ontario,L4K3S4,Canada,5 to 9 employees,203125,Department of National Defence,D&R DEFENCE CANADA VALCARTIER,QUEBEC,Quebec,G3J1X5,Canada
W7701-196993-001-QCL,2019-05-16T00:00:00Z,2020-05-16T00:00:00Z,N5835,Sound Recording and Reproducing Equipment,HENSOLDT Sensors GmbH,Taufkirchen,,82024,Germany,2500 to 4999 employees,35900,Department of National Defence,D&R DEFENCE CANADA VALCARTIER,QUEBEC,Quebec,G3J1X5,Canada
W7701-196997-001-QCL,2019-11-27T00:00:00Z,2024-03-31T00:00:00Z,AD917700,Military (R&D),Menya Solutions Inc.,Sherbrooke,Quebec,J1L1C9,Canada,10 to 19 employees,737954,Department of National Defence,D&R DEFENCE CANADA VALCARTIER,QUEBEC,Quebec,G3J1X5,Canada
W7701-197011-001-QCL,2019-04-08T00:00:00Z,2020-03-31T00:00:00Z,AD917700,Military (R&D),Menya Solutions Inc.,Sherbrooke,Quebec,J1L1C9,Canada,10 to 19 employees,954237,Department of National Defence,D&R DEFENCE CANADA VALCARTIER,QUEBEC,Quebec,G3J1X5,Canada
W7701-197015-001-QCN,2019-10-23T00:00:00Z,2023-03-30T00:00:00Z,D302A,Informatics Professional Services,Thomas&Schmidt Inc.,Montreal,Quebec,H4R2R8,Canada,1 to 4 employees,1092263,Department of National Defence,D&R DEFENCE CANADA VALCARTIER,QUEBEC,Quebec,G3J1X5,Canada
W7701-197017-001-QCN,2020-01-03T00:00:00Z,2023-02-14T00:00:00Z,N6640,Laboratory Equipment and Supplies,Riscure B.V.,Delft,,2628XJ,Netherlands,50 to 99 employees,363366,Department of National Defence,D&R DEFENCE CANADA VALCARTIER,QUEBEC,Quebec,G3J1X5,Canada
W7701-197029-001-MTA,2019-04-12T00:00:00Z,2020-04-12T00:00:00Z,N6650,"Optical Instruments, Test Equipment, Components and Accessories",GCPROC LTD.,ottawa,Ontario,K1J0C1,Canada,1 to 4 employees,38632,Department of National Defence,D&R DEFENCE CANADA VALCARTIER,QUEBEC,Quebec,G3J1X5,Canada
W7701-197076-001-MTB,2019-07-05T00:00:00Z,2020-11-30T00:00:00Z,N7030,ADP Software,"Santa Barbara Infrared, Inc.",Santa Barbara,California,93103,United States,50 to 99 employees,60815,Department of National Defence,D&R DEFENCE CANADA VALCARTIER,QUEBEC,Quebec,G3J1X5,Canada
W7701-197077-001-QCL,2019-10-04T00:00:00Z,2020-10-06T00:00:00Z,R201DG,Services of Individuals - General Labourers and Trade Helpers,Calian Ltd.,Ottawa,Ontario,K2V1C8,Canada,2500 to 4999 employees,0,Department of National Defence,D&R DEFENCE CANADA VALCARTIER,QUEBEC,Quebec,G3J1X5,Canada
W7701-197077-002-QCL,2020-01-03T00:00:00Z,2021-01-06T00:00:00Z,R201DG,Services of Individuals - General Labourers and Trade Helpers,Valcom Consulting Group Inc.,Ottawa,Ontario,K1P6A4,Canada,200 to 499 employees,99338,Department of National Defence,D&R DEFENCE CANADA VALCARTIER,QUEBEC,Quebec,G3J1X5,Canada
W7701-197082-001-MTA,2019-07-17T00:00:00Z,2020-12-31T00:00:00Z,N6650,"Optical Instruments, Test Equipment, Components and Accessories",HOSKIN SCIENTIFIQUE LTEE,Montréal,Quebec,H4N2E7,Canada,20 to 49 employees,721698,Department of National Defence,D&R DEFENCE CANADA VALCARTIER,QUEBEC,Quebec,G3J1X5,Canada
W7701-197101-001-QCL,2019-06-20T00:00:00Z,2021-03-23T00:00:00Z,AD917700,Military (R&D),The University of Alberta,Edmonton,Alberta,T6G2E1,Canada,5000 employees and over,92947,Department of National Defence,D&R DEFENCE CANADA VALCARTIER,QUEBEC,Quebec,G3J1X5,Canada
W7701-197108-001-QCL,2020-02-25T00:00:00Z,2021-03-24T00:00:00Z,N6675,"Drafting, Surveying and Mapping Instruments",CANSEL SURVEY EQUIPMENT INC.,Québec,Quebec,G1N3Y9,Canada,200 to 499 employees,155537,Department of National Defence,D&R DEFENCE CANADA VALCARTIER,QUEBEC,Quebec,G3J1X5,Canada
W7701-207120-001-QCN,2019-05-23T00:00:00Z,2023-04-30T00:00:00Z,N7030,ADP Software,"SIEMENS INDUSTRY SOFTWARE ULC-SIEMENS LOGICIELS (INDUSTRIE), ULC",Oakville,Ontario,L6H0H6,Canada,50 to 99 employees,39679,Department of National Defence,D&R DEFENCE CANADA VALCARTIER,QUEBEC,Quebec,G3J1X5,Canada
W7701-207127-001-QCL,2019-06-04T00:00:00Z,2020-02-29T00:00:00Z,AJ119000,Physics (R&D),Université Laval,Québec,Quebec,G1V0A6,Canada,100 to 199 employees,23500,Department of National Defence,D&R DEFENCE CANADA VALCARTIER,QUEBEC,Quebec,G3J1X5,Canada
W7701-207129-001-QCN,2019-09-23T00:00:00Z,2022-09-30T00:00:00Z,N6910D,"Manikins Anatomical-Physiology, Medical Training AID",HUMANETICS INNOVATIVE SOLUTIONS,Farmington Hills,Michigan,48335,United States,10 to 19 employees,417341,Department of National Defence,D&R DEFENCE CANADA VALCARTIER,QUEBEC,Quebec,G3J1X5,Canada
W7701-207132-001-QCL,2019-08-19T00:00:00Z,2020-12-31T00:00:00Z,N7030AJD,"Computer Software, Laboratory and Scientific",Texplained,Valbonne,,06560,France,5 to 9 employees,50000,Department of National Defence,D&R DEFENCE CANADA VALCARTIER,QUEBEC,Quebec,G3J1X5,Canada
W7701-207136-001-QCN,2019-05-31T00:00:00Z,2020-06-30T00:00:00Z,N7030,ADP Software,THE MATH WORKS INC,NATICK,Massachusetts,017602098,United States,1 to 4 employees,66618,Department of National Defence,D&R DEFENCE CANADA VALCARTIER,QUEBEC,Quebec,G3J1X5,Canada
W7701-207149-001-MTA,2019-12-18T00:00:00Z,2021-05-31T00:00:00Z,N3416,Lathes (Metal Working),Mazak Corporation Canada,Cambridge,Ontario,N3C4P7,Canada,20 to 49 employees,319631,Department of National Defence,D&R DEFENCE CANADA VALCARTIER,QUEBEC,Quebec,G3J1X5,Canada
W7701-207151-001-QCL,2019-12-30T00:00:00Z,2024-12-31T00:00:00Z,AZ110140,"Product-Material - Design, Development, Formulation, Modification: Science and Technology Related (R&D)",Solana Networks Inc.,Ottawa,Ontario,K2H9C4,Canada,10 to 19 employees,3449250,Department of National Defence,D&R DEFENCE CANADA VALCARTIER,QUEBEC,Quebec,G3J1X5,Canada
W7701-207151-002-QCL,2019-12-30T00:00:00Z,2024-12-31T00:00:00Z,AZ110140,"Product-Material - Design, Development, Formulation, Modification: Science and Technology Related (R&D)",LOUIS TANGUAY INFORMATIQUE INC.,Québec,Quebec,G2K2E4,Canada,10 to 19 employees,2299500,Department of National Defence,D&R DEFENCE CANADA VALCARTIER,QUEBEC,Quebec,G3J1X5,Canada
W7701-207161-001-QCN,2019-10-31T00:00:00Z,2021-03-31T00:00:00Z,N6650QA,"SPECTROPHOTOMETER, ULTRA-VIOLET-VISIBLE, SINGLE AND DOUBLE BEAM",HOSKIN SCIENTIFIQUE LTEE,Montréal,Quebec,H4N2E7,Canada,20 to 49 employees,265880,Department of National Defence,D&R DEFENCE CANADA VALCARTIER,QUEBEC,Quebec,G3J1X5,Canada
W7701-207172-001-QCN,2019-10-28T00:00:00Z,2021-02-28T00:00:00Z,N7030,ADP Software,THE MATH WORKS INC,NATICK,Massachusetts,017602098,United States,1 to 4 employees,33246,Department of National Defence,D&R DEFENCE CANADA VALCARTIER,QUEBEC,Quebec,G3J1X5,Canada
W7701-207180-001-MTA,2020-01-23T00:00:00Z,2020-07-31T00:00:00Z,N3419,"Machine Tools, Miscellaneous",Entreprise Secans Inc.,Levis,Quebec,G6W5M6,Canada,1 to 4 employees,342626,Department of National Defence,D&R DEFENCE CANADA VALCARTIER,QUEBEC,Quebec,G3J1X5,Canada
W7701-207190-001-MTA,2020-01-24T00:00:00Z,2020-06-30T00:00:00Z,N4530,Fuel Burning Equipment Units,TOROMONT INDUSTRIES LTD.- INDUSTRIES TOROMONT LTEE,Sept-Îles,Quebec,G4R1X4,Canada,1 to 4 employees,56033,Department of National Defence,D&R DEFENCE CANADA VALCARTIER,QUEBEC,Quebec,G3J1X5,Canada
W7701-207192-001-QCN,2019-12-20T00:00:00Z,2022-03-31T00:00:00Z,N6650,"Optical Instruments, Test Equipment, Components and Accessories",High Speed Imaging Inc.,Uxbridge,Ontario,L9P1R4,Canada,5 to 9 employees,168998,Department of National Defence,D&R DEFENCE CANADA VALCARTIER,QUEBEC,Quebec,G3J1X5,Canada
W7701-207195-001-QCM,2019-12-11T00:00:00Z,2021-03-31T00:00:00Z,N6650,"Optical Instruments, Test Equipment, Components and Accessories","Daylight Solutions, Inc.",San Diego,California,92127,United States,50 to 99 employees,74859,Department of National Defence,D&R DEFENCE CANADA VALCARTIER,QUEBEC,Quebec,G3J1X5,Canada
W7701-207197-001-QCN,2019-12-20T00:00:00Z,2021-03-31T00:00:00Z,N6525,"Imaging Equipment and Supplies: Medical, Dental, Veterinary",MEADOWLARK OPTICS,FREDERICK,Colorado,80530,United States,5 to 9 employees,132530,Department of National Defence,D&R DEFENCE CANADA VALCARTIER,QUEBEC,Quebec,G3J1X5,Canada
W7701-207205-001-QCN,2019-10-30T00:00:00Z,2020-12-31T00:00:00Z,N5220,Inspection Gages and Precision Layout Tools,A-Tech Instruments Ltd.,Scarborough,Ontario,M1E4R5,Canada,10 to 19 employees,57221,Department of National Defence,D&R DEFENCE CANADA VALCARTIER,QUEBEC,Quebec,G3J1X5,Canada
W7701-207206-001-QCN,2020-01-23T00:00:00Z,2020-04-22T00:00:00Z,N6650,"Optical Instruments, Test Equipment, Components and Accessories","American IR Solutions, LLC",Hudson,New Hampshire,03051-3983,United States,10 to 19 employees,103480,Department of National Defence,D&R DEFENCE CANADA VALCARTIER,QUEBEC,Quebec,G3J1X5,Canada
W7701-207212-001-QCN,2020-01-16T00:00:00Z,2021-03-31T00:00:00Z,N6920AD,"TARGETS, N.E.S.",DEW Engineering and Development ULC.,Ottawa,Ontario,K1G4G2,Canada,500 to 999 employees,59521,Department of National Defence,D&R DEFENCE CANADA VALCARTIER,QUEBEC,Quebec,G3J1X5,Canada
W7701-207213-001-QCL,2020-03-12T00:00:00Z,2025-02-28T00:00:00Z,N6640,Laboratory Equipment and Supplies,"North Star Imaging, Inc.",Rogers,Minnesota,55374,United States,50 to 99 employees,154547,Department of National Defence,D&R DEFENCE CANADA VALCARTIER,QUEBEC,Quebec,G3J1X5,Canada
W7701-207214-001-QCN,2020-01-07T00:00:00Z,2020-11-30T00:00:00Z,JX7030,ADP Software Maintenance - Other than Microcomputer,"EXELIS VISUAL INFORMATION SOLUTIONS, INC.",Broomfield,Colorado,80021,United States,200 to 499 employees,53377,Department of National Defence,D&R DEFENCE CANADA VALCARTIER,QUEBEC,Quebec,G3J1X5,Canada
W7701-207217-001-QCN,2020-03-10T00:00:00Z,2021-03-31T00:00:00Z,AC517728,Conventional Military Weapons-Equipment (R&D),HOSKIN SCIENTIFIQUE LTEE,Montréal,Quebec,H4N2E7,Canada,20 to 49 employees,49491,Department of National Defence,D&R DEFENCE CANADA VALCARTIER,QUEBEC,Quebec,G3J1X5,Canada
W7701-207225-001-QCL,2020-01-24T00:00:00Z,2020-03-20T00:00:00Z,AD917700,Military (R&D),Université de Montréal,Montreal,Quebec,H3C3J7,Canada,5000 employees and over,24297,Department of National Defence,D&R DEFENCE CANADA VALCARTIER,QUEBEC,Quebec,G3J1X5,Canada
W7701-207228-001-QCN,2019-12-23T00:00:00Z,2020-12-31T00:00:00Z,N7030,ADP Software,"The MathWorks, Inc.",Natick,Massachusetts,01760-2098,United States,500 to 999 employees,35518,Department of National Defence,D&R DEFENCE CANADA VALCARTIER,QUEBEC,Quebec,G3J1X5,Canada
W7701-207242-001-QCN,2020-02-25T00:00:00Z,2020-12-31T00:00:00Z,N6640,Laboratory Equipment and Supplies,Newport Instruments Canada Corporation,Irvine,California,92606,United States,1000 to 1499 employees,58706,Department of National Defence,D&R DEFENCE CANADA VALCARTIER,QUEBEC,Quebec,G3J1X5,Canada
W7701-207249-001-QCL,2020-02-24T00:00:00Z,2023-03-31T00:00:00Z,N6640,Laboratory Equipment and Supplies,Gamble Technologies Limited,Mississauga,Ontario,L5N2M2,Canada,5 to 9 employees,72681,Department of National Defence,D&R DEFENCE CANADA VALCARTIER,QUEBEC,Quebec,G3J1X5,Canada
W7701-207250-001-QCL,2020-03-06T00:00:00Z,2022-06-10T00:00:00Z,N6710,"Cameras, Motion Picture",Nüvü Caméras Inc.,Montreal,Quebec,H3C2G9,Canada,10 to 19 employees,142666,Department of National Defence,D&R DEFENCE CANADA VALCARTIER,QUEBEC,Quebec,G3J1X5,Canada
W7701-207256-001-QCL,2020-02-17T00:00:00Z,2021-03-31T00:00:00Z,N6640,Laboratory Equipment and Supplies,Gamble Technologies Limited,Mississauga,Ontario,L5N2M2,Canada,5 to 9 employees,92124,Department of National Defence,D&R DEFENCE CANADA VALCARTIER,QUEBEC,Quebec,G3J1X5,Canada
W7701-207282-001-QCN,2020-03-26T00:00:00Z,2021-03-28T00:00:00Z,N7030,ADP Software,DASSAULT SYSTÈMES CANADA INC.,Montreal,Quebec,H2Y1N9,Canada,5000 employees and over,66144,Department of National Defence,D&R DEFENCE CANADA VALCARTIER,QUEBEC,Quebec,G3J1X5,Canada
W7702-125495-001-EDM,2019-08-13T00:00:00Z,2022-03-31T00:00:00Z,D307A,Systems Integration of Informatics Commodities and Services,QINETIQ GROUP CANADA INC.,Medicine Hat,Alberta,T1C1V5,Canada,20 to 49 employees,10500000,Department of National Defence,DEFENCE R&D CANADA-SUFFIELD,MEDICINE HAT,Alberta,T1A8K6,Canada
W7702-145651-001-EDM,2019-08-12T00:00:00Z,2020-03-31T00:00:00Z,AD917700,Military (R&D),Martec Limited,Dartmouth,Nova Scotia,B3B2C7,Canada,20 to 49 employees,556895,Department of National Defence,DEFENCE R&D CANADA-SUFFIELD,MEDICINE HAT,Alberta,T1A8K6,Canada
W7702-165745-001-EDM,2019-11-01T00:00:00Z,2020-03-31T00:00:00Z,AD917700,Military (R&D),hopital general juif sir m b davis,Montreal,Quebec,H3T1E2,Canada,1500 to 2499 employees,661498,Department of National Defence,DEFENCE R&D CANADA-SUFFIELD,MEDICINE HAT,Alberta,T1A8K6,Canada
W7702-165770-001-EDM,2019-08-29T00:00:00Z,2020-03-31T00:00:00Z,B000A,"Chemical-Biological Studies and Analyses, Military",The University of Alberta,Edmonton,Alberta,T6G2E1,Canada,5000 employees and over,478886,Department of National Defence,DEFENCE R&D CANADA-SUFFIELD,MEDICINE HAT,Alberta,T1A8K6,Canada
W7702-165802-001-EDM,2019-09-03T00:00:00Z,2021-03-31T00:00:00Z,AD917700,Military (R&D),Canada West Biosciences Inc,Camrose,Alberta,T4V4G9,Canada,5 to 9 employees,538943,Department of National Defence,DEFENCE R&D CANADA-SUFFIELD,MEDICINE HAT,Alberta,T1A8K6,Canada
W7702-165803-001-CAL,2020-02-11T00:00:00Z,2021-03-31T00:00:00Z,JX6640,Laboratory Equipment and Supplies - Repair,Con-Test,Ajax,Ontario,L1S6W6,Canada,20 to 49 employees,238875,Department of National Defence,DEFENCE R&D CANADA-SUFFIELD,MEDICINE HAT,Alberta,T1A8K6,Canada
W7702-175823-001-EDM,2020-02-13T00:00:00Z,2021-03-31T00:00:00Z,AD917700,Military (R&D),The University of Calgary,Calgary,Alberta,T2N1N4,Canada,1500 to 2499 employees,370450,Department of National Defence,DEFENCE R&D CANADA-SUFFIELD,MEDICINE HAT,Alberta,T1A8K6,Canada
W7702-175829-001-EDM,2019-09-19T00:00:00Z,2020-02-14T00:00:00Z,N6640,Laboratory Equipment and Supplies,Clermark Inc,Welland,Ontario,L3C0C2,Canada,1 to 4 employees,472500,Department of National Defence,DEFENCE R&D CANADA-SUFFIELD,MEDICINE HAT,Alberta,T1A8K6,Canada
W7702-175841-001-WPG,2020-03-27T00:00:00Z,2020-03-31T00:00:00Z,N6830H,"GAS, NITROGEN",Air Liquide Canada Inc.,Montreal,Quebec,H3B5E6,Canada,1000 to 1499 employees,252893,Department of National Defence,DEFENCE R&D CANADA-SUFFIELD,MEDICINE HAT,Alberta,T1A8K6,Canada
W7702-175853-001-EDM,2019-06-27T00:00:00Z,2019-09-30T00:00:00Z,AD917700,Military (R&D),Aurora BioSolutions Inc.,Medicine Hat,Alberta,T1A5T2,Canada,1 to 4 employees,650848,Department of National Defence,DEFENCE R&D CANADA-SUFFIELD,MEDICINE HAT,Alberta,T1A8K6,Canada
W7702-175854-001-EDM,2020-02-28T00:00:00Z,2020-05-31T00:00:00Z,G009D,"Health and Allied Services, Not Elsewhere Specified",1205870 ALBERTA LTD.,Calgary,Alberta,T2G4C8,Canada,100 to 199 employees,997500,Department of National Defence,DEFENCE R&D CANADA-SUFFIELD,MEDICINE HAT,Alberta,T1A8K6,Canada
W7702-175855-001-EDM,2020-03-05T00:00:00Z,2024-03-31T00:00:00Z,AD917700,Military (R&D),Martec Limited,Dartmouth,Nova Scotia,B3B2C7,Canada,20 to 49 employees,1837500,Department of National Defence,DEFENCE R&D CANADA-SUFFIELD,MEDICINE HAT,Alberta,T1A8K6,Canada
W7702-175861-001-EDM,2019-09-09T00:00:00Z,2020-03-31T00:00:00Z,AD917700,Military (R&D),Amtech Aeronautical Limited,MEDICINE HAT,Alberta,T1A7N3,Canada,10 to 19 employees,1097250,Department of National Defence,DEFENCE R&D CANADA-SUFFIELD,MEDICINE HAT,Alberta,T1A8K6,Canada
W7702-175902-001-EDM,2020-03-19T00:00:00Z,2019-03-31T00:00:00Z,N7030,ADP Software,"Altair Engineering Canada, Ltd.",Toronto,Ontario,M3C2G3,Canada,10 to 19 employees,80750,Department of National Defence,DEFENCE R&D CANADA-SUFFIELD,MEDICINE HAT,Alberta,T1A8K6,Canada
W7702-186006-001-EDM,2019-08-08T00:00:00Z,2020-03-31T00:00:00Z,AZ110140,"Product-Material - Design, Development, Formulation, Modification: Science and Technology Related (R&D)",Martec Limited,Dartmouth,Nova Scotia,B3B2C7,Canada,20 to 49 employees,997501,Department of National Defence,DEFENCE R&D CANADA-SUFFIELD,MEDICINE HAT,Alberta,T1A8K6,Canada
W7702-186031-001-CAL,2019-07-16T00:00:00Z,2020-03-31T00:00:00Z,N6630,Chemical Analysis Instruments,PALL FORTEBIO LLC,FREMONT,California,94538,United States,1 to 4 employees,55367,Department of National Defence,DEFENCE R&D CANADA-SUFFIELD,MEDICINE HAT,Alberta,T1A8K6,Canada
W7702-186033-001-EDM,2020-03-30T00:00:00Z,2021-03-31T00:00:00Z,AD917700,Military (R&D),The Governing Council of The University of Toronto,Toronto,Ontario,M5S1A2,Canada,5000 employees and over,400000,Department of National Defence,DEFENCE R&D CANADA-SUFFIELD,MEDICINE HAT,Alberta,T1A8K6,Canada
W7702-186042-001-EDM,2019-08-01T00:00:00Z,2021-05-31T00:00:00Z,N6830,"Gases, Compressed and Liquified",Messer Canada Inc.,Calgary,Alberta,T2C3A3,Canada,5 to 9 employees,176400,Department of National Defence,DEFENCE R&D CANADA-SUFFIELD,MEDICINE HAT,Alberta,T1A8K6,Canada
W7702-186045-001-EDM,2020-01-02T00:00:00Z,2019-03-31T00:00:00Z,H300A,"Laboratory, Testing and Inspection Services, Except Medical-Dental",Amtech Aeronautical Limited,MEDICINE HAT,Alberta,T1A7N3,Canada,10 to 19 employees,299880,Department of National Defence,DEFENCE R&D CANADA-SUFFIELD,MEDICINE HAT,Alberta,T1A8K6,Canada
W7702-186047-001-CAL,2020-02-18T00:00:00Z,2021-03-27T00:00:00Z,JX6640,Laboratory Equipment and Supplies - Repair,Systems for Research Corp.,Kanata,Ontario,K2T1C1,Canada,5 to 9 employees,88303,Department of National Defence,DEFENCE R&D CANADA-SUFFIELD,MEDICINE HAT,Alberta,T1A8K6,Canada
W7702-186049-001-EDM,2019-06-11T00:00:00Z,2020-03-31T00:00:00Z,JX6640,Laboratory Equipment and Supplies - Repair,Amtech Aeronautical Limited,MEDICINE HAT,Alberta,T1A7N3,Canada,10 to 19 employees,105000,Department of National Defence,DEFENCE R&D CANADA-SUFFIELD,MEDICINE HAT,Alberta,T1A8K6,Canada
W7702-186053-001-EDM,2020-03-30T00:00:00Z,2021-03-31T00:00:00Z,AD917700,Military (R&D),Amtech Aeronautical Limited,MEDICINE HAT,Alberta,T1A7N3,Canada,10 to 19 employees,630000,Department of National Defence,DEFENCE R&D CANADA-SUFFIELD,MEDICINE HAT,Alberta,T1A8K6,Canada
W7702-186056-001-EDM,2020-02-24T00:00:00Z,2021-03-31T00:00:00Z,AD917700,Military (R&D),Amtech Aeronautical Limited,MEDICINE HAT,Alberta,T1A7N3,Canada,10 to 19 employees,976500,Department of National Defence,DEFENCE R&D CANADA-SUFFIELD,MEDICINE HAT,Alberta,T1A8K6,Canada
W7702-186077-001-CAL,2020-01-22T00:00:00Z,2021-03-31T00:00:00Z,N6505,Drugs and Biologicals,Life Technologies Inc.,Burlington,Ontario,L7L5Z1,Canada,20 to 49 employees,327160,Department of National Defence,DEFENCE R&D CANADA-SUFFIELD,MEDICINE HAT,Alberta,T1A8K6,Canada
W7702-196119-001-EDM,2020-02-07T00:00:00Z,2022-03-31T00:00:00Z,N6810CD,"CHEMICALS, RESEARCH",Instrumentation Laboratory (Canada) Ltd,Richmond Hill,Ontario,L4B2N1,Canada,20 to 49 employees,199500,Department of National Defence,DEFENCE R&D CANADA-SUFFIELD,MEDICINE HAT,Alberta,T1A8K6,Canada
W7702-196120-001-EDM,2020-03-24T00:00:00Z,2021-03-31T00:00:00Z,N6810CD,"CHEMICALS, RESEARCH",Radiometer Canada,London,Ontario,N5V4T7,Canada,10 to 19 employees,43050,Department of National Defence,DEFENCE R&D CANADA-SUFFIELD,MEDICINE HAT,Alberta,T1A8K6,Canada
W7702-196121-001-EDM,2020-03-26T00:00:00Z,2024-03-31T00:00:00Z,N6810CD,"CHEMICALS, RESEARCH",STAGO CANADA LTD.-STAGO CANADA LTÉE,Mississauga,Ontario,L5N2V8,Canada,20 to 49 employees,115500,Department of National Defence,DEFENCE R&D CANADA-SUFFIELD,MEDICINE HAT,Alberta,T1A8K6,Canada
W7702-196136-001-EDM,2019-06-21T00:00:00Z,2020-03-31T00:00:00Z,JX6640,Laboratory Equipment and Supplies - Repair,Precision Calibration Services Inc.,Burnaby,British Columbia,V5H3N1,Canada,1 to 4 employees,24886,Department of National Defence,DEFENCE R&D CANADA-SUFFIELD,MEDICINE HAT,Alberta,T1A8K6,Canada
W7702-196142-001-EDM,2019-07-09T00:00:00Z,2020-07-14T00:00:00Z,JX8465,Individual Equipment - Repair,Radiometer Canada,London,Ontario,N5V4T7,Canada,10 to 19 employees,18708,Department of National Defence,DEFENCE R&D CANADA-SUFFIELD,MEDICINE HAT,Alberta,T1A8K6,Canada
W7702-196144-001-EDM,2020-03-26T00:00:00Z,2021-03-31T00:00:00Z,N6515V,Veterinary Equipment and Supplies,Vet Novations Inc,Barrie,Ontario,L4N6B5,Canada,5 to 9 employees,47250,Department of National Defence,DEFENCE R&D CANADA-SUFFIELD,MEDICINE HAT,Alberta,T1A8K6,Canada
W7702-196154-001-EDM,2019-05-06T00:00:00Z,2020-03-31T00:00:00Z,N6630AH,"ANALYZERS, BLOOD GAS, ELECTROLYTES (PCO,PH,PO,NA,K,CA)",Siemens Healthcare Limited- Siemens Santé limitée,Oakville,Ontario,L6H0H6,Canada,200 to 499 employees,409500,Department of National Defence,DEFENCE R&D CANADA-SUFFIELD,MEDICINE HAT,Alberta,T1A8K6,Canada
W7702-196174-001-CAL,2019-11-01T00:00:00Z,2021-03-31T00:00:00Z,C219A,Engineering Services,Amtech Aeronautical Limited,MEDICINE HAT,Alberta,T1A7N3,Canada,10 to 19 employees,420000,Department of National Defence,DEFENCE R&D CANADA-SUFFIELD,MEDICINE HAT,Alberta,T1A8K6,Canada
W7702-196175-001-CAL,2019-05-30T00:00:00Z,2020-06-30T00:00:00Z,N5840,"Radar Equipment, Except Airborne",QinetiQ Group Canada Inc,Ottawa,Ontario,K1P6B9,Canada,5 to 9 employees,209999,Department of National Defence,DEFENCE R&D CANADA-SUFFIELD,MEDICINE HAT,Alberta,T1A8K6,Canada
W7702-196176-001-EDM,2019-06-21T00:00:00Z,2020-03-31T00:00:00Z,AD917700,Military (R&D),The University of Calgary,Calgary,Alberta,T2N1N4,Canada,1500 to 2499 employees,350000,Department of National Defence,DEFENCE R&D CANADA-SUFFIELD,MEDICINE HAT,Alberta,T1A8K6,Canada
W7702-196178-001-CAL,2019-10-23T00:00:00Z,2023-03-31T00:00:00Z,C219BF,"Engineering and Technical Services - Aerospace Related, Military",Amtech Aeronautical Limited,MEDICINE HAT,Alberta,T1A7N3,Canada,10 to 19 employees,840000,Department of National Defence,DEFENCE R&D CANADA-SUFFIELD,MEDICINE HAT,Alberta,T1A8K6,Canada
W7702-196187-001-STN,2019-09-24T00:00:00Z,2020-01-31T00:00:00Z,N7125,"Cabinets, Lockers, Bins and Shelving",Interlab Inc.,Stony Plain,Alberta,T7Z1Y3,Canada,5 to 9 employees,48735,Department of National Defence,DEFENCE R&D CANADA-SUFFIELD,MEDICINE HAT,Alberta,T1A8K6,Canada
W7702-206189-001-CAL,2019-08-27T00:00:00Z,2020-03-31T00:00:00Z,JX6640,Laboratory Equipment and Supplies - Repair,STAGO CANADA LTD.-STAGO CANADA LTÉE,Mississauga,Ontario,L5N2V8,Canada,20 to 49 employees,18480,Department of National Defence,DEFENCE R&D CANADA-SUFFIELD,MEDICINE HAT,Alberta,T1A8K6,Canada
